permutation,model,f1 score,f1 avg,class 0 f1,class 1 f1,class -1 f1,class 0 precision,class 1 precision,class -1 precision,class 0 recall,class 1 recall,class -1 recall,strategy return,period,training months,fast window,slow window,factor,max transaction
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(151)),LogisticRegression,0.9948820208412179,0.9629114043196451,0.9688266199649737,0.9478991596638655,0.9621621621621621,0.9414567733151804,0.9978768577494692,0.9958041958041958,0.9978354978354979,0.9026888604353394,0.930718954248366,249977.22092046076,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(152)),LogisticRegression,0.9952657216434324,0.9644489570476461,0.9700584795321637,0.9486749412948675,0.9653081845739306,0.944216757741348,0.9964763918252291,0.9958304378040306,0.9973544973544973,0.9052496798975672,0.9366013071895425,250727.00291961606,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(153)),LogisticRegression,0.993680571623148,0.9588489885206153,0.9655333022822542,0.9422102061507266,0.9576701659329496,0.9358916478555305,0.9978525411596277,0.9936753338018272,0.9971139971139971,0.8924455825864277,0.9241830065359478,250351.42979994422,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(154)),LogisticRegression,0.9953684566912233,0.9651367764222866,0.970577892392451,0.9472977509231285,0.9685618729096991,0.946718499885662,0.9957657021877205,0.9917808219178083,0.9956709956709957,0.9033290653008963,0.9464052287581699,249957.75073625834,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(155)),LogisticRegression,0.994822172553216,0.9629083148032115,0.9687974757508474,0.9458823529411765,0.9642857142857142,0.9422596044555581,0.9957537154989384,0.9951321279554938,0.9968734968734969,0.9007682458386683,0.9352941176470588,249667.47093945293,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(156)),LogisticRegression,0.994985109210053,0.9633324242729802,0.96916608269096,0.9479691171534071,0.9631632308212235,0.9420980926430518,0.9964714184897672,0.9972008397480756,0.9978354978354979,0.9039692701664532,0.9313725490196079,253252.10239260137,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(157)),LogisticRegression,0.9947388863926653,0.9623554402349531,0.9683522130094593,0.9475100942126515,0.9612141652613828,0.9412031782065834,0.9985815602836879,0.9930313588850174,0.9971139971139971,0.9014084507042254,0.9313725490196079,252376.49044744018,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(158)),LogisticRegression,0.9955967251080426,0.9658361863073592,0.9712213383247543,0.9496981891348089,0.9676767676767678,0.9455580865603644,0.9971830985915493,0.9979166666666667,0.9983164983164983,0.9065300896286812,0.9392156862745098,250163.2892885395,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(159)),LogisticRegression,0.9943947846974419,0.9609750185816791,0.9672150274180376,0.9480040254948003,0.957259158751696,0.9392703376387944,0.9957716701902748,0.9950634696755994,0.9968734968734969,0.9046094750320103,0.9222222222222223,248226.08250160568,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(160)),LogisticRegression,0.994494569528869,0.961765641103406,0.9679599207736224,0.9445945945945945,0.9624619546838011,0.9387570621468927,1.0,0.9971969166082691,0.9990379990379991,0.8950064020486556,0.9300653594771242,251278.02704699157,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(161)),LogisticRegression,0.9950516093056969,0.9636093735016045,0.9693638914873713,0.9478991596638655,0.9640094180961991,0.9433318161128812,0.9978768577494692,0.9930699930699931,0.9968734968734969,0.9026888604353394,0.9366013071895425,250299.32479322742,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(162)),LogisticRegression,0.9951430869523753,0.9638987525406089,0.9696048632218844,0.9487437185929649,0.9638635596082404,0.9433575978161965,0.9950808151791989,0.9972047519217331,0.9973544973544973,0.9065300896286812,0.9326797385620915,249674.58839137323,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(163)),LogisticRegression,0.9949222516119298,0.9629165404976492,0.9688411716653051,0.9496306245802553,0.9603792753132409,0.9410564497846293,0.998587570621469,0.9964862965565706,0.9983164983164983,0.9052496798975672,0.9267973856209151,251874.8462369691,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(164)),LogisticRegression,0.9954952287862312,0.9652977407537043,0.9706985466479137,0.9497991967871486,0.9664429530201343,0.9467306812985825,0.9950911640953717,0.993103448275862,0.9959114959114959,0.9084507042253521,0.9411764705882353,247886.1920798082,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(165)),LogisticRegression,0.994424417367507,0.9612490570713138,0.9674179609949785,0.9459187101108498,0.9601351351351352,0.9402951191827469,0.995053003533569,0.9937062937062937,0.9961519961519961,0.9014084507042254,0.9287581699346406,249617.50177818217,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(166)),LogisticRegression,0.994761344582733,0.9624915706843985,0.9684800373569927,0.9471913891691894,0.961837217156366,0.941016333938294,0.9978738483345145,0.9951083158630328,0.9975949975949976,0.9014084507042254,0.930718954248366,252538.931274736,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(167)),LogisticRegression,0.9953860614734943,0.9646052833384569,0.9701579871269749,0.9517749497655728,0.9626136746379252,0.9448370184636425,0.9978932584269663,0.9930507296733843,0.9968734968734969,0.9097311139564661,0.9339869281045752,253868.11156905722,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(168)),LogisticRegression,0.9943215079738217,0.9610789006975913,0.9673659673659672,0.9443131960850488,0.9611092323300642,0.9384893713251922,0.9985724482512491,0.9957953749124037,0.9980759980759981,0.8956466069142125,0.9287581699346406,251619.0214784635,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(169)),LogisticRegression,0.9943393194663489,0.9609572865063655,0.9672226758427621,0.9457729875378915,0.9594320486815416,0.9390713476783692,0.997867803837953,0.9936974789915967,0.9971139971139971,0.8988476312419974,0.9274509803921569,253010.15640214452,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(170)),LogisticRegression,0.9940071449242662,0.9599653241619729,0.9664492078285182,0.9432815665091155,0.95937711577522,0.9371893357433349,0.9978571428571429,0.9950842696629213,0.9975949975949976,0.8943661971830986,0.9261437908496732,250657.64296460385,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(171)),LogisticRegression,0.9943984190486276,0.9613634922212762,0.967561260210035,0.9443507588532883,0.9618887015177066,0.9397098821396193,0.9978617248752673,0.9937282229965156,0.9971139971139971,0.8962868117797695,0.9320261437908497,249976.81633462815,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(172)),LogisticRegression,0.9949206664579955,0.9630567831558219,0.9689397477814105,0.9480040254948003,0.9624365482233502,0.9416704493871992,0.9957716701902748,0.9978947368421053,0.9978354978354979,0.9046094750320103,0.9294117647058824,251052.81977573904,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(173)),LogisticRegression,0.9954274332218326,0.9648814807918434,0.9703920421299005,0.9508196721311475,0.964261631827377,0.9450649646683382,0.9957953749124037,0.9958217270194986,0.9971139971139971,0.9097311139564661,0.934640522875817,251768.9729845096,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(174)),LogisticRegression,0.9948837174100307,0.9627862866964382,0.9686915887850467,0.949027498323273,0.9607843137254902,0.9418446160835984,0.9964788732394366,0.9950980392156863,0.9971139971139971,0.9058898847631242,0.9287581699346406,250375.10836129758,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(175)),LogisticRegression,0.9945752637048471,0.96245193874297,0.9684947491248542,0.9425675675675675,0.9663299663299663,0.9406165004533091,0.9978540772532188,0.9965277777777778,0.9980759980759981,0.8930857874519846,0.9379084967320261,251963.91420910234,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(176)),LogisticRegression,0.9953271803290041,0.9643306448770773,0.9699380044449644,0.9521899030424608,0.9614864864864865,0.9442040537462992,0.9965010496850945,0.9951048951048951,0.9971139971139971,0.911651728553137,0.9300653594771242,251815.82894556725,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(177)),LogisticRegression,0.9945929527781034,0.962322849917926,0.9683891286597458,0.9436382045224433,0.9649122807017544,0.9402038505096263,0.9978586723768736,0.99721059972106,0.9983164983164983,0.8950064020486556,0.934640522875817,251510.36513461178,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(178)),LogisticRegression,0.9949794864755521,0.9637208081902218,0.9695057833859095,0.9453809844908968,0.9667226890756303,0.9427402862985685,0.9985754985754985,0.9951557093425606,0.9978354978354979,0.8975672215108835,0.9398692810457516,250838.93031197955,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(179)),LogisticRegression,0.9949632102888241,0.9635833856191646,0.969385370413648,0.945699831365936,0.9660732280819618,0.9427272727272727,0.9992872416250891,0.9937802349689012,0.9975949975949976,0.8975672215108835,0.9398692810457516,251766.42774100992,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(180)),LogisticRegression,0.995162050399356,0.9639005637838777,0.9696048632218844,0.9494137353433836,0.9631881121242822,0.9433575978161965,0.9957835558678847,0.9965059399021663,0.9973544973544973,0.9071702944942381,0.9320261437908497,252161.288918252,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(181)),LogisticRegression,0.9950622344487462,0.9636121657512652,0.969378214118747,0.9482874412357287,0.9635873229939311,0.9429286039108685,0.9971751412429378,0.995125348189415,0.9973544973544973,0.9039692701664532,0.9339869281045752,248051.2249715054,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(182)),LogisticRegression,0.9945811815855787,0.9620620740657739,0.9681260945709281,0.944743935309973,0.9632625547691269,0.9407760381211708,0.9971550497866287,0.9944328462073765,0.9971139971139971,0.8975672215108835,0.9339869281045752,250195.21087683266,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(183)),LogisticRegression,0.9954478847847842,0.9650086681362687,0.9705400981996726,0.9507207509218907,0.9645629429632131,0.9442675159235668,0.9978888106966924,0.9972086531751571,0.9983164983164983,0.9078104993597952,0.9339869281045752,252012.65700783185,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(184)),LogisticRegression,0.9955237559987827,0.9650358842241258,0.9704918032786886,0.9536202869536203,0.9618629767127911,0.9456869009584664,0.9958188153310105,0.994417306350314,0.9966329966329966,0.9148527528809219,0.9313725490196079,253031.37891568814,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(185)),LogisticRegression,0.9945120237830767,0.961782790813152,0.9679150624197878,0.944743935309973,0.9625126646403243,0.9399501472920916,0.9971550497866287,0.9958071278825996,0.9975949975949976,0.8975672215108835,0.9313725490196079,250216.29895233497,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(186)),LogisticRegression,0.9944977396457546,0.9616442680741936,0.9678171641791046,0.9454177897574123,0.9614343707713127,0.9393390674513354,0.9978662873399715,0.9964936886395512,0.9980759980759981,0.8982074263764405,0.9287581699346406,250617.12670989963,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(187)),LogisticRegression,0.9946272530025559,0.9620703124099412,0.9681558380963491,0.9462004034969738,0.9617338300033863,0.9399773499433749,0.9964589235127479,0.9978917779339423,0.9980759980759981,0.9007682458386683,0.9281045751633987,253110.55617808248,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(188)),LogisticRegression,0.9949586338079988,0.9635914893622552,0.9693638914873713,0.9454545454545454,0.9664204163868368,0.9433318161128812,0.9971590909090909,0.9937845303867403,0.9968734968734969,0.8988476312419974,0.9405228758169935,249803.86526868434,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(189)),LogisticRegression,0.9940493339726527,0.959980406341565,0.9664179104477612,0.9443882709807887,0.9584037876225905,0.9379809868718877,0.9971530249110321,0.9929922915206727,0.9966329966329966,0.8969270166453265,0.9261437908496732,248053.8685051155,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(190)),LogisticRegression,0.9941941249627219,0.9604035877771543,0.9667870877520103,0.9458823529411765,0.9578804347826086,0.9378250056522722,0.9957537154989384,0.9971711456859972,0.9975949975949976,0.9007682458386683,0.9215686274509803,249795.79278837523,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(191)),LogisticRegression,0.9952808843692388,0.9641900917220506,0.9698245614035088,0.9515212303577398,0.9618114227779655,0.9439890710382514,0.9958012596221134,0.9958012596221134,0.9971139971139971,0.91101152368758,0.9300653594771242,248782.67514669907,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(192)),LogisticRegression,0.9942855004538756,0.9609487262402295,0.9672303206997085,0.9440700808625336,0.9611092323300642,0.9388725379216663,0.9964438122332859,0.9957953749124037,0.9973544973544973,0.8969270166453265,0.9287581699346406,250420.73550071748,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(193)),LogisticRegression,0.9948550075992503,0.9625313927252676,0.9683914774057598,0.9501505520240884,0.9592455372179185,0.9434306569343066,0.9950946040644709,0.9895760945100764,0.9947089947089947,0.9090909090909091,0.930718954248366,253193.47597424517,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(194)),LogisticRegression,0.9944378558551106,0.961634658102071,0.9677871148459384,0.9436382045224433,0.9632873021219266,0.9401360544217687,0.9978586723768736,0.9937456567060459,0.9971139971139971,0.8950064020486556,0.934640522875817,250146.41408501117,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(195)),LogisticRegression,0.9945900938624305,0.9620594683476508,0.9681260945709281,0.9450252951096122,0.962962962962963,0.9407760381211708,0.9985744832501782,0.9930555555555556,0.9971139971139971,0.8969270166453265,0.934640522875817,248666.1270309384,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(196)),LogisticRegression,0.9944122659317268,0.9612364260816233,0.9674407748862177,0.9457729875378915,0.9601620526671168,0.9396962140104285,0.997867803837953,0.9930167597765364,0.9968734968734969,0.8988476312419974,0.9294117647058824,249914.02681315824,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(197)),LogisticRegression,0.9941608083439797,0.9607874335671804,0.9671405266837567,0.941891891891892,0.9628127112914131,0.9380650994575045,0.9971387696709585,0.9971988795518207,0.9980759980759981,0.8924455825864277,0.930718954248366,248574.27834408003,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(198)),LogisticRegression,0.9950332558451485,0.9633414718633961,0.9691588785046729,0.9496981891348089,0.9614604462474645,0.9422989550204453,0.9971830985915493,0.9957983193277311,0.9975949975949976,0.9065300896286812,0.9294117647058824,253457.2122384379,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(199)),LogisticRegression,0.9944473991885493,0.9614979943378444,0.9677043255217441,0.9449881876476545,0.9614864864864865,0.9391264992079656,0.9992862241256245,0.9951048951048951,0.9980759980759981,0.8962868117797695,0.9300653594771242,249581.437464447,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(200)),LogisticRegression,0.9941288647329891,0.9603870125866395,0.9667870877520103,0.9436762225969646,0.9600541638456331,0.9378250056522722,0.9971489665003563,0.9957865168539326,0.9975949975949976,0.8956466069142125,0.9267973856209151,253061.8511200284,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(201)),LogisticRegression,0.9954953276830587,0.9655551951809479,0.9709125029322073,0.9482874412357287,0.9686248331108145,0.94757326007326,0.9971751412429378,0.9897680763983628,0.9954304954304954,0.9039692701664532,0.9483660130718954,249449.33377395733,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(202)),LogisticRegression,0.994625066022377,0.9618028661935241,0.9679225475329524,0.9489247311827955,0.9583192138258217,0.9397508493771235,0.9985855728429985,0.9950738916256158,0.9978354978354979,0.9039692701664532,0.9241830065359478,251557.89871825516,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(203)),LogisticRegression,0.9947613368764314,0.9623702848027533,0.968315211037063,0.9479691171534071,0.9609164420485176,0.9422070534698521,0.9964714184897672,0.9916550764951322,0.9959114959114959,0.9039692701664532,0.9320261437908497,250980.36629492266,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(204)),LogisticRegression,0.9941570471323516,0.9603889200126283,0.966802562609202,0.944706675657451,0.9589691420820617,0.9374294104359612,0.9978632478632479,0.9964763918252291,0.9980759980759981,0.8969270166453265,0.9241830065359478,250279.89605150436,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(205)),LogisticRegression,0.9952139653730834,0.964172687239759,0.9698245614035088,0.9489932885906041,0.9643097643097643,0.9439890710382514,0.997179125528914,0.9944444444444445,0.9971139971139971,0.9052496798975672,0.9359477124183007,249344.34979895345,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(206)),LogisticRegression,0.9953581676630314,0.9644567250212835,0.970100443821537,0.9527638190954774,0.9610565526583136,0.9430063578564941,0.9992972593113141,0.9971890372452565,0.9987974987974988,0.910371318822023,0.9274509803921569,249315.75075060688,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(207)),LogisticRegression,0.9948867876106002,0.9631862138146713,0.9690167192797847,0.9458823529411765,0.9650067294751009,0.9428896473265074,0.9957537154989384,0.9944521497919556,0.9966329966329966,0.9007682458386683,0.9372549019607843,248579.5587527859,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(208)),LogisticRegression,0.9940281994123247,0.9602446923448458,0.9666199813258637,0.941613229834627,0.9619400471539239,0.9390022675736961,0.9957173447537473,0.9923558026407228,0.9959114959114959,0.8930857874519846,0.9333333333333333,250149.2497653102,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(209)),LogisticRegression,0.9952658001105233,0.9640595057777889,0.9696898771211234,0.9522537562604341,0.9608108108108109,0.9443811260542512,0.9951151430565248,0.9944055944055944,0.9963924963924964,0.912932138284251,0.9294117647058824,252848.68116232258,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(210)),LogisticRegression,0.9945412617562164,0.9616463933269653,0.9678321678321679,0.9470845972362656,0.959701997968168,0.9389416553595658,1.0,0.9957835558678847,0.9985569985569985,0.8994878361075545,0.9261437908496732,253103.15218990075,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(211)),LogisticRegression,0.99499426676279,0.96333878860678,0.9691083547858648,0.9479341619079611,0.9633859590191468,0.9437101185050136,0.9971731448763251,0.9910158949550795,0.9959114959114959,0.9033290653008963,0.9372549019607843,250039.26437608333,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(212)),LogisticRegression,0.9938712966331009,0.9599444073037087,0.9664257402657963,0.9397834912043304,0.9629130141604856,0.9377828054298643,0.996413199426112,0.9944289693593314,0.9968734968734969,0.8892445582586428,0.9333333333333333,250982.368399348,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(213)),LogisticRegression,0.9952828459093485,0.9645729023531496,0.9702067998597967,0.9485368314833501,0.9656334231805931,0.9434219495569189,0.9992912827781715,0.9965229485396384,0.9985569985569985,0.9026888604353394,0.9366013071895425,254286.14057064365,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(214)),LogisticRegression,0.9947932431508469,0.9623722701654159,0.9683448195304287,0.9496981891348089,0.9590801487994589,0.941403588462412,0.9971830985915493,0.9936930623686054,0.9968734968734969,0.9065300896286812,0.9267973856209151,251131.14838361525,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(215)),LogisticRegression,0.9943907992486715,0.9616128598291724,0.9678396644138896,0.942808798646362,0.9638879514006075,0.9387432188065099,1.0,0.9965108164689462,0.9987974987974988,0.8918053777208707,0.9333333333333333,249411.38102771272,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(216)),LogisticRegression,0.9951720295506742,0.964034246940314,0.9697253068381063,0.9487093530003352,0.9642133693450371,0.9433704798726404,0.995777621393385,0.9972067039106145,0.9975949975949976,0.9058898847631242,0.9333333333333333,249047.1359302365,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(217)),LogisticRegression,0.9953119463135609,0.9643259606319349,0.9699380044449644,0.9514563106796117,0.9622132253711201,0.9442040537462992,0.9971929824561403,0.9944211994421199,0.9971139971139971,0.9097311139564661,0.9320261437908497,248530.18167309026,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(218)),LogisticRegression,0.9954455172194833,0.9648783304875254,0.9704197357652287,0.9518072289156626,0.9631632308212235,0.944254835039818,0.9971949509116409,0.9972008397480756,0.9980759980759981,0.910371318822023,0.9313725490196079,253547.7115541392,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(219)),LogisticRegression,0.9944466341644248,0.9616338246482421,0.9678171641791046,0.9439946018893387,0.9628378378378378,0.9393390674513354,0.9978601997146933,0.9965034965034965,0.9980759980759981,0.8956466069142125,0.9313725490196079,250080.73305703927,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(220)),LogisticRegression,0.9943821648091913,0.9616288344566852,0.9677795937427038,0.9422882213972326,0.9646583641871423,0.9403357531760436,0.9964311206281228,0.9944482997918113,0.9968734968734969,0.8937259923175416,0.9366013071895425,250789.26580365433,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(221)),LogisticRegression,0.9938382264669726,0.9595274635244561,0.9661273425678035,0.9417344173441734,0.9597565099763273,0.9361606135799684,1.0,0.9943938332165382,0.9980759980759981,0.8898847631241997,0.9274509803921569,251052.12878650887,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(222)),LogisticRegression,0.9945885566139628,0.9625870399265437,0.9686004435625073,0.9422102061507266,0.9670477471418963,0.9410297119528238,0.9978525411596277,0.9958448753462604,0.9978354978354979,0.8924455825864277,0.9398692810457516,250459.6356153452,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(223)),LogisticRegression,0.995558454380205,0.9653035406756851,0.9707122774133083,0.9521258788081687,0.9640577762848506,0.9463225216994061,0.9978947368421053,0.9917069799585349,0.9963924963924964,0.910371318822023,0.9379084967320261,251664.29042847623,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(224)),LogisticRegression,0.9946996453390707,0.9620952074550833,0.9681037504381352,0.9483914209115282,0.9597565099763273,0.9413769597818678,0.9950773558368495,0.9943938332165382,0.9963924963924964,0.9058898847631242,0.9274509803921569,250590.14604299085,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(225)),LogisticRegression,0.992897575451864,0.9567128638096674,0.9638917914779984,0.9367777022433718,0.9575551782682512,0.9317620650953984,0.9985507246376811,0.9964664310954063,0.9983164983164983,0.882202304737516,0.9215686274509803,250741.9259145779,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(226)),LogisticRegression,0.9940209368663434,0.9602277549706218,0.9666821994408201,0.9418132611637348,0.9614864864864865,0.9374152733845459,0.9985652797704447,0.9951048951048951,0.9978354978354979,0.8911651728553137,0.9300653594771242,250410.36124996422,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(227)),LogisticRegression,0.9945461118209453,0.9616516773357876,0.9678246677547213,0.9471558397845844,0.9596746865469332,0.9391402714932127,0.9985805535841022,0.9964813511611541,0.9983164983164983,0.9007682458386683,0.9254901960784314,251986.6176872278,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(228)),LogisticRegression,0.9942409591345741,0.9605439232910403,0.9668766036855612,0.946127946127946,0.9580514208389717,0.9386322463768116,0.9978693181818182,0.9929873772791024,0.9968734968734969,0.8994878361075545,0.9254901960784314,249381.14344031038,1,8,2,42,0.5,100000
