permutation,trial,model,f1 score,f1 avg,class 0 f1,class 1 f1,class -1 f1,class 0 precision,class 1 precision,class -1 precision,class 0 recall,class 1 recall,class -1 recall,strategy return,period,training months,fast window,slow window,factor,max transaction,fee_pct,fee_flat
LogisticRegression-p1-tr6-sw4-lw24-fa0.25-max100000-fee_flat14-fee_pct0.0004-#0,0,LogisticRegression,1.4061090411600508,0.4597689220216192,0.4206104732567908,0.5322314049586777,0.4532671629445823,0.5010006671114076,0.447968836950473,0.45251857968620973,0.3624517374517375,0.6555374592833876,0.4540182270091135,164439.32680336898,1,6,4,24,0.25,100000,0.0004,14
